transaction_id,transaction_date,member_id,book_id,quantity,discount_percent,store_id
217,2022-01-09,67,124,1,20,8
218,2021-05-11,221,230,1,0,5
219,2020-04-14,272,179,2,20,1
220,2022-04-21,196,203,3,20,11
221,2021-05-21,295,233,2,0,12
222,2020-08-03,120,123,3,10,12
223,2019-01-12,132,105,3,15,3
224,2021-12-06,4,203,3,0,8
225,2020-02-25,193,2,2,15,9
226,2019-11-13,186,105,3,5,12
227,2023-10-17,130,150,2,10,7
228,2020-07-18,188,145,2,15,8
229,2022-02-04,105,194,3,20,1
230,2022-02-19,92,124,2,10,11
231,2020-12-06,158,65,3,20,8
232,2019-09-01,71,102,1,15,9
233,2020-03-15,83,115,2,10,12
234,2022-06-11,174,202,3,15,5
235,2021-03-07,27,181,1,15,10
236,2021-08-23,47,206,2,10,10
237,2020-03-30,33,23,1,0,7
238,2021-02-26,20,156,3,5,4
239,2022-12-28,267,168,1,10,7
240,2021-10-09,90,243,1,5,9
241,2020-02-03,266,52,3,0,7
242,2020-04-19,265,131,1,10,4
243,2020-05-04,19,173,1,15,11
244,2020-07-19,81,250,2,20,12
245,2022-04-15,203,91,3,0,1
246,2022-01-30,36,4,3,0,12
247,2020-12-13,287,213,2,0,8
248,2021-04-07,100,58,1,10,6
249,2021-11-02,90,67,3,0,1
250,2020-11-27,258,19,3,0,7
251,2023-07-24,132,245,3,20,5
252,2022-02-27,227,65,1,5,1
253,2022-10-27,174,194,3,5,6
254,2019-08-27,15,221,1,0,6
255,2022-12-07,113,98,2,0,9
256,2022-01-02,181,106,3,0,5
257,2020-08-11,135,214,2,0,3
258,2022-02-09,176,173,2,0,12
259,2022-03-20,182,81,1,0,3
260,2023-02-18,98,243,1,0,6
261,2020-02-28,124,189,1,0,7
262,2020-12-30,128,214,1,0,8
263,2022-09-20,41,31,3,5,9
264,2023-10-03,278,2,2,5,2
265,2022-03-22,162,159,2,20,6
266,2020-07-27,94,126,1,5,5
267,2019-04-21,296,193,2,10,10
268,2021-10-26,277,123,2,0,2
269,2019-09-04,90,221,3,15,6
270,2019-01-18,162,118,3,0,4
271,2019-07-26,195,54,2,0,8
272,2022-01-28,133,157,1,0,10
273,2020-12-03,242,69,1,0,8
274,2021-05-08,218,128,2,15,3
275,2021-07-12,206,94,3,0,7
276,2020-04-13,295,34,1,20,9
277,2022-02-11,139,185,2,5,3
278,2019-11-03,75,51,1,5,4
279,2019-10-03,216,46,3,20,6
280,2020-10-08,274,133,2,20,4
281,2023-10-25,129,77,1,10,5
282,2019-12-01,51,102,1,0,4
283,2023-09-15,131,209,1,15,6
284,2021-01-09,172,116,3,0,7
285,2019-02-10,132,143,1,5,11
286,2022-03-25,102,90,3,15,8
287,2020-12-28,90,138,3,0,7
288,2021-07-04,250,131,2,0,4
289,2022-07-17,147,158,1,0,6
290,2022-07-16,173,164,3,10,1
291,2019-11-28,37,104,1,0,12
292,2020-08-19,163,81,2,15,9
293,2021-06-30,203,155,2,20,7
294,2021-04-27,267,192,1,0,6
295,2023-01-30,12,219,3,0,10
296,2019-12-08,41,65,1,5,3
297,2022-01-28,33,25,1,0,6
298,2023-04-16,204,198,1,0,5
299,2022-09-03,80,68,2,5,12
300,2020-08-04,127,59,3,5,4
301,2023-09-14,68,33,1,0,5
302,2023-11-05,183,9,2,5,11
303,2022-01-28,277,250,1,5,7
304,2022-04-25,277,249,2,10,10
305,2021-12-08,289,162,3,15,1
306,2021-09-13,159,137,1,10,11
307,2020-09-22,46,207,2,0,6
308,2019-01-22,80,67,3,0,7
309,2020-08-10,70,209,3,5,11
310,2020-09-05,252,3,2,0,6
311,2020-04-18,150,205,1,20,8
312,2021-04-23,192,141,2,10,3
313,2023-01-04,128,102,3,15,10
314,2020-06-22,194,100,2,0,3
315,2023-04-15,123,161,3,20,5
316,2022-08-21,140,207,3,15,7
317,2020-01-21,138,208,1,20,1
318,2019-08-15,70,47,2,15,7
319,2022-12-05,232,159,2,10,7
320,2019-11-08,165,49,3,0,2
321,2020-07-31,96,6,1,0,12
322,2019-01-17,225,184,1,0,4
323,2020-03-20,8,39,2,0,6
324,2021-08-07,256,80,1,15,11
325,2019-04-25,42,85,2,0,10
326,2020-01-07,279,19,2,0,6
327,2019-09-07,196,210,3,20,2
328,2020-05-21,198,64,1,15,6
329,2023-04-28,236,51,3,0,4
330,2021-03-07,107,171,2,15,6
331,2022-07-12,166,240,1,15,10
332,2019-09-08,282,191,2,0,5
333,2021-01-08,153,164,3,0,3
334,2022-07-20,58,56,2,5,3
335,2022-04-12,86,4,2,0,7
336,2019-03-28,125,203,3,10,2
337,2023-04-28,80,122,1,0,11
338,2022-11-05,256,41,2,10,12
339,2020-12-29,31,239,1,15,2
340,2019-09-15,275,180,1,5,12
341,2023-03-30,286,82,2,0,9
342,2022-11-12,99,188,2,5,2
343,2019-03-22,69,186,3,5,7
344,2022-01-16,287,113,2,15,7
345,2022-01-18,291,49,2,0,10
346,2023-11-12,240,188,3,20,7
347,2019-05-22,284,235,1,10,10
348,2022-01-14,152,116,2,0,7
349,2023-02-11,260,1,1,0,1
350,2020-05-04,187,159,3,0,8
351,2020-01-24,276,17,3,10,1
352,2022-06-09,283,128,2,0,10
353,2019-07-17,165,105,3,10,12
354,2020-01-01,23,18,1,20,10
355,2020-01-28,55,52,1,0,6
356,2021-09-30,199,147,3,10,9
357,2021-01-20,132,180,3,0,2
358,2020-03-03,37,184,2,15,2
359,2023-06-29,41,238,1,15,6
360,2021-05-01,286,93,2,20,4
361,2020-06-28,30,204,1,10,8
362,2019-06-09,37,188,3,0,7
363,2020-04-18,52,25,2,10,4
364,2022-09-07,99,49,3,0,5
365,2023-03-15,92,161,2,10,5
366,2022-03-26,55,192,3,0,9
367,2019-12-08,219,118,1,20,12
368,2020-11-22,206,141,1,15,5
369,2020-10-07,227,137,2,10,11
370,2023-04-15,191,217,2,15,1
371,2020-05-07,166,212,3,10,8
372,2023-03-05,193,55,2,0,5
373,2021-03-24,232,247,3,0,6
374,2019-02-03,146,9,1,10,8
375,2020-09-07,155,228,1,0,2
376,2023-04-30,162,220,3,20,2
377,2021-11-13,142,211,3,10,5
378,2019-07-13,293,238,2,0,10
379,2020-06-26,80,92,3,0,10
380,2023-07-20,120,64,1,0,7
381,2020-03-21,205,147,1,15,8
382,2019-12-21,167,186,3,5,6
383,2022-05-04,296,180,2,15,12
384,2019-06-10,296,10,1,20,1
385,2023-08-01,172,236,2,5,11
386,2023-03-12,62,239,3,15,3
387,2023-05-12,6,238,2,15,9
388,2019-03-26,157,14,3,0,5
389,2021-10-25,77,145,1,15,11
390,2023-02-07,26,40,2,5,9
391,2019-07-04,295,193,2,0,5
392,2019-09-28,202,75,1,0,10
393,2019-04-11,293,122,2,10,4
394,2021-10-24,44,68,3,5,1
395,2022-02-19,70,34,2,0,6
396,2022-02-23,293,102,3,10,3
397,2019-05-27,127,135,2,0,3
398,2019-08-19,295,83,2,15,12
399,2020-01-26,188,109,2,0,11
400,2019-12-13,13,153,3,0,7
401,2019-10-26,227,211,1,5,8
402,2022-11-04,120,237,1,0,3
403,2023-02-23,44,194,1,0,12
404,2019-01-29,76,243,3,0,7
405,2021-07-10,57,206,1,5,7
406,2022-01-06,108,85,1,0,4
407,2022-01-28,268,140,3,5,7
408,2022-12-02,73,187,1,15,4
409,2021-12-14,299,97,2,0,9
410,2020-02-16,31,44,3,20,7
411,2021-08-10,139,159,1,15,2
412,2020-07-09,199,18,3,15,9
413,2020-08-22,56,93,3,20,2
414,2021-11-07,119,99,1,15,1
415,2023-11-11,162,232,3,10,6
416,2021-10-22,96,23,3,5,3
417,2020-05-21,12,238,2,10,2
418,2023-03-05,251,86,1,0,1
419,2022-07-04,181,89,1,0,11
420,2022-07-05,142,129,2,0,2
421,2020-07-27,16,228,1,0,5
422,2019-10-09,202,88,3,0,9
423,2022-06-08,267,98,3,20,9
424,2020-05-07,117,176,1,10,1
425,2020-11-05,160,110,3,5,8
426,2019-10-11,106,34,3,10,9
427,2020-09-24,104,176,3,15,10
428,2021-05-30,269,231,1,20,10
429,2020-10-12,290,168,3,0,10
430,2020-10-12,61,137,1,20,10
431,2021-04-27,16,187,2,5,11
432,2023-05-15,141,114,1,0,10
433,2023-04-11,95,34,3,10,2
434,2020-04-17,291,69,1,10,8
435,2019-06-12,14,60,2,15,11
436,2021-08-18,258,35,3,15,8
437,2021-10-03,95,96,1,5,1
438,2019-03-08,99,42,1,5,3
439,2020-03-31,139,237,3,15,1
440,2019-12-29,105,52,3,5,12
441,2020-05-20,167,126,2,5,6
442,2023-02-14,22,199,2,20,8
443,2022-06-06,161,185,3,15,1
444,2022-08-06,275,153,1,15,5
445,2021-07-24,56,134,1,20,6
446,2022-01-06,126,225,3,5,5
447,2021-11-23,286,11,3,20,1
448,2020-08-19,26,247,2,5,3
449,2021-08-02,156,227,2,0,7
450,2021-11-24,28,76,2,0,4
451,2023-01-19,232,213,1,10,12
452,2022-01-24,300,47,2,0,4
453,2019-02-21,166,106,2,0,6
454,2019-07-04,104,152,2,0,6
455,2023-02-10,84,178,1,0,4
456,2021-01-13,231,30,3,0,9
457,2023-06-09,197,182,3,10,4
458,2022-02-01,82,244,1,5,1
459,2022-03-04,88,197,3,20,11
460,2023-11-15,77,221,1,0,10
461,2020-09-22,27,197,3,0,1
462,2022-07-06,229,197,1,0,7
463,2019-01-08,68,231,2,10,3
464,2023-10-18,235,4,3,5,6
465,2021-10-07,3,207,1,0,8
466,2021-04-19,244,151,1,5,6
467,2022-01-25,4,154,3,0,3
468,2019-04-11,286,161,1,0,3
469,2019-10-25,179,15,1,20,2
470,2020-09-03,296,171,1,0,8
471,2020-01-01,56,13,3,0,1
472,2019-12-30,294,73,3,5,5
473,2019-07-10,185,149,2,20,2
474,2023-08-07,189,83,2,0,1
475,2020-08-22,282,216,1,5,12
476,2021-12-15,141,32,3,5,11
477,2019-04-30,108,54,3,0,8
478,2021-09-17,271,187,3,15,12
479,2022-05-31,148,155,2,20,1
480,2022-06-30,270,67,1,0,8
481,2021-11-30,289,158,3,15,6
482,2022-06-02,253,128,3,0,10
483,2019-08-31,100,75,2,0,2
484,2023-10-03,61,161,3,0,4
485,2020-11-14,212,107,3,0,2
486,2022-08-04,109,207,3,0,2
487,2020-09-22,131,73,3,0,12
488,2019-08-22,166,141,2,15,2
489,2022-03-11,203,88,1,10,4
490,2020-11-07,90,214,2,20,3
491,2023-06-21,246,237,3,0,6
492,2022-07-08,247,35,3,5,10
493,2023-05-25,172,230,2,20,6
494,2020-09-05,29,238,3,10,5
495,2022-01-02,162,174,1,0,5
496,2019-05-16,170,148,2,0,11
497,2021-02-07,16,216,3,15,11
498,2022-05-25,85,216,1,5,8
499,2022-12-15,60,153,2,20,7
500,2021-04-27,17,182,2,0,7
501,2021-07-14,122,225,2,20,11
502,2019-12-25,269,56,2,0,7
503,2019-07-09,20,201,3,5,3
504,2019-11-12,248,7,2,0,5
505,2023-11-25,248,237,2,10,4
506,2023-04-25,168,199,1,20,10
507,2019-09-29,265,211,3,0,9
508,2023-01-01,236,10,3,20,1
509,2019-04-01,3,30,3,15,7
510,2021-08-14,45,224,1,0,11
511,2022-03-28,160,134,2,20,2
512,2020-02-15,108,164,2,0,11
513,2023-05-02,273,71,3,5,11
514,2019-11-19,140,31,1,0,10
515,2019-07-29,287,4,3,0,5
516,2020-07-09,282,90,3,0,11
517,2020-05-16,146,206,1,0,8
518,2021-06-27,174,80,1,0,5
519,2019-04-14,242,8,2,0,9
520,2021-03-13,45,14,3,0,1
521,2020-12-29,229,153,2,0,8
522,2023-04-03,102,210,3,15,4
523,2019-09-27,239,21,3,0,8
524,2020-09-27,50,120,3,15,6
525,2020-04-19,239,182,1,0,6
526,2021-03-13,133,221,3,0,11
527,2021-07-17,170,235,1,5,11
528,2020-12-20,244,17,2,5,12
529,2023-04-22,88,217,3,0,7
530,2019-07-30,66,148,3,5,5
531,2022-02-12,55,204,1,15,11
532,2021-08-02,155,203,3,5,5
533,2020-05-14,123,106,1,10,8
534,2019-05-16,247,250,1,0,1
535,2022-03-07,221,209,2,20,1
536,2022-09-19,121,140,1,15,10
537,2019-08-23,294,190,3,10,6
538,2019-07-19,167,119,2,20,5
539,2019-05-23,158,46,1,10,1
540,2021-10-09,195,176,3,15,11
541,2023-08-01,47,16,3,0,3
542,2022-09-15,1,232,2,0,10
543,2022-06-14,150,137,2,10,1
544,2023-12-02,106,51,2,0,9
545,2023-01-10,156,146,1,0,1
546,2021-11-11,5,150,1,5,8
547,2021-01-26,151,219,1,10,2
548,2019-08-13,287,1,2,20,11
549,2021-06-03,16,222,3,15,3
550,2021-02-22,163,101,2,5,4
551,2022-09-18,280,112,2,0,3
552,2021-02-26,97,36,2,20,5
553,2020-08-13,214,216,3,20,10
554,2019-05-27,69,33,1,15,2
555,2021-06-13,250,37,1,0,9
556,2023-06-04,213,36,3,15,6
557,2020-01-04,218,239,3,5,8
558,2021-02-26,283,109,1,0,6
559,2019-01-16,218,48,2,10,8
560,2021-10-24,122,217,2,0,4
561,2021-01-21,280,238,1,0,8
562,2021-01-24,248,146,3,0,4
563,2023-02-04,41,124,3,15,10
564,2021-11-24,144,220,3,0,6
565,2021-08-25,46,228,3,15,3
566,2022-07-21,40,170,3,10,9
567,2021-12-31,28,80,1,20,11
568,2021-08-18,233,121,3,10,5
569,2023-06-23,216,85,2,0,11
570,2022-05-08,19,43,2,15,4
571,2019-05-06,289,187,2,15,7
572,2019-04-16,87,149,2,15,8
573,2021-09-19,14,208,1,0,7
574,2020-05-31,40,130,3,0,7
575,2019-01-30,141,72,1,15,7
576,2023-02-22,90,155,3,0,8
577,2020-06-19,190,115,3,20,10
578,2023-06-26,249,61,1,10,10
579,2022-05-04,44,88,1,20,10
580,2023-04-27,254,215,1,5,1
581,2022-07-29,226,170,1,0,4
582,2022-08-08,177,148,1,0,2
583,2021-03-27,86,14,2,5,6
584,2021-02-16,273,122,3,15,3
585,2019-10-25,243,100,2,10,7
586,2021-02-21,148,4,2,15,6
587,2019-03-26,272,247,3,0,9
588,2022-06-04,182,164,2,15,1
589,2023-07-02,139,86,2,0,7
590,2021-08-02,300,168,3,20,1
591,2022-10-08,124,192,1,10,4
592,2022-11-14,173,134,2,0,9
593,2019-01-18,6,141,1,20,9
594,2021-12-11,211,4,3,0,12
595,2023-01-25,180,115,2,0,3
596,2022-06-22,18,50,1,0,2
597,2022-07-30,112,241,3,0,8
598,2023-10-20,62,246,1,10,12
599,2019-08-16,290,97,1,15,10
600,2022-09-14,151,65,3,0,6
601,2022-11-18,142,117,2,15,1
602,2020-07-21,83,66,1,20,12
603,2019-05-04,199,98,2,0,11
604,2021-10-04,226,46,3,0,12
605,2021-10-04,92,101,1,0,9
606,2022-06-11,221,139,1,15,3
607,2020-06-14,227,234,1,0,4
608,2023-01-30,37,19,2,0,8
609,2022-08-30,255,5,1,15,10
610,2021-03-10,20,239,1,0,9
611,2022-03-22,169,180,3,0,1
612,2021-06-12,252,182,3,5,6
613,2020-04-07,36,200,2,0,5
614,2022-03-07,247,245,2,10,12
615,2019-04-24,156,86,3,15,1
616,2023-10-14,188,24,1,0,5
617,2022-08-19,236,216,1,0,7
618,2022-09-15,21,142,2,0,1
619,2022-07-15,200,179,2,15,12
620,2021-06-15,44,125,1,15,9
621,2019-02-21,19,36,3,15,3
622,2019-05-10,251,62,3,20,1
623,2021-12-29,158,165,2,20,6
624,2020-11-25,9,248,2,0,2
625,2019-08-31,22,202,3,0,1
626,2022-10-20,268,171,3,20,6
627,2019-05-28,297,39,3,0,3
628,2019-02-09,251,37,3,5,9
629,2022-08-21,125,12,1,0,4
630,2023-08-08,26,45,1,20,7
631,2019-05-11,88,117,1,20,8
632,2023-06-25,255,30,1,10,8
633,2020-11-21,104,17,3,20,1
634,2019-09-05,206,174,3,15,11
635,2023-09-10,71,140,1,20,11
636,2019-12-22,24,196,1,0,8
637,2023-04-01,141,31,1,5,10
638,2019-12-04,190,179,1,5,5
639,2019-10-01,298,237,3,0,2
640,2019-02-02,193,157,1,5,10
641,2019-07-02,4,2,3,15,10
642,2022-11-21,146,152,2,20,1
643,2019-10-21,65,178,2,15,3
644,2020-05-04,231,134,3,0,1
645,2020-01-04,20,178,2,15,8
646,2023-08-20,46,157,2,20,9
647,2022-02-16,215,90,1,0,2
648,2022-06-21,272,31,3,0,12
649,2023-04-27,113,130,3,15,6
650,2020-02-01,142,54,1,0,2
651,2019-12-28,243,176,3,0,6
652,2022-08-13,23,237,2,0,2
653,2020-11-15,223,54,2,10,7
654,2019-04-18,54,12,1,10,4
655,2021-11-20,15,41,1,0,6
656,2021-06-29,121,230,3,10,4
657,2023-03-11,215,84,2,15,3
658,2020-04-11,57,59,1,0,11
659,2021-02-08,212,189,1,0,3
660,2019-04-22,300,121,1,5,6
661,2021-03-04,233,56,1,0,10
662,2021-01-04,100,118,1,0,9
663,2022-11-18,66,86,1,10,2
664,2023-10-11,70,72,2,5,12
665,2020-03-26,88,108,3,0,11
666,2022-02-06,88,41,1,20,8
667,2021-09-28,211,23,1,20,5
668,2020-07-25,243,152,3,0,6
669,2020-11-01,127,110,3,5,3
670,2019-01-11,77,57,1,5,8
671,2023-04-24,241,11,1,10,4
672,2021-09-08,272,109,3,20,1
673,2021-10-11,51,211,1,0,6
674,2023-02-07,7,143,1,5,4
675,2020-05-04,184,34,1,15,7
676,2020-09-16,246,5,3,0,9
677,2022-04-10,293,118,2,0,4
678,2021-04-10,71,119,2,0,4
679,2022-07-21,238,161,3,0,4
680,2020-11-12,198,19,1,10,4
681,2022-11-30,219,76,3,10,7
682,2019-06-15,107,148,2,10,9
683,2022-10-13,29,189,1,0,5
684,2021-08-11,197,29,1,10,11
685,2022-08-20,188,94,3,10,10
686,2023-05-04,288,18,1,0,4
687,2019-08-21,123,86,2,15,5
688,2020-03-05,298,189,3,20,4
689,2020-12-23,116,195,3,0,11
690,2019-04-22,217,175,2,0,7
691,2021-10-23,232,89,1,10,6
692,2023-08-18,273,121,2,10,9
693,2022-11-20,189,116,1,20,9
694,2019-06-14,235,49,1,5,12
695,2019-12-04,40,74,1,0,12
696,2019-11-05,76,179,1,20,6
697,2021-05-03,12,134,3,15,7
698,2020-12-11,68,239,2,5,6
699,2020-01-23,11,189,1,0,7
700,2022-08-13,119,224,2,0,5
701,2022-08-16,176,149,2,20,9
702,2021-06-30,272,125,2,5,5
703,2019-12-18,68,146,2,20,7
704,2020-08-13,248,59,1,20,11
705,2021-07-22,181,38,3,0,7
706,2022-01-01,83,237,1,0,4
707,2022-11-19,90,250,1,15,4
708,2019-03-26,122,42,3,0,12
709,2021-01-27,226,33,1,0,7
710,2020-10-11,18,144,1,0,9
711,2019-11-29,230,96,2,10,5
712,2021-10-19,13,32,1,20,1
713,2019-11-16,235,243,3,0,11
714,2022-08-18,260,140,2,15,11
715,2022-09-27,149,122,3,0,8
716,2022-11-12,227,187,3,0,11
717,2022-10-20,21,123,1,10,10
718,2022-06-18,13,79,1,20,1
719,2020-10-30,183,115,3,0,12
720,2021-12-14,100,165,2,0,8
721,2022-01-07,12,51,2,20,12
722,2021-03-18,45,174,2,0,5
723,2022-09-27,262,82,2,0,2
724,2021-03-01,219,38,1,0,11
725,2020-09-22,177,73,3,5,11
726,2021-06-28,111,23,2,15,4
727,2019-12-02,227,206,3,20,7
728,2021-04-28,218,249,3,0,4
729,2020-03-01,45,154,2,0,10
730,2019-05-16,269,223,2,10,11
731,2022-08-01,4,23,2,0,1
732,2022-12-25,285,45,1,10,6
733,2020-08-15,96,52,2,10,1
